	['Date', 'Cash', 'Stock']
2470	['2024-10-10' 9820.0 369801.0]
2471	['2024-10-11' 9650.0 381401.0]
2472	['2024-10-12' 9650.0 381401.0]
2473	['2024-10-13' 9650.0 381401.0]
2474	['2024-10-14' 9530.0 381401.0]
2475	['2024-10-15' 9510.0 381401.0]
2476	['2024-10-16' 9640.0 381401.0]
2477	['2024-10-17' 9610.0 381401.0]
2478	['2024-10-18' 9590.0 356401.0]
2479	['2024-10-19' 9590.0 356401.0]
2480	['2024-10-20' 9590.0 356401.0]
2481	['2024-10-21' 9320.0 356401.0]
2482	['2024-10-22' 9390.0 356401.0]
2483	['2024-10-23' 9630.0 356401.0]
2484	['2024-10-24' 9680.0 356401.0]
2485	['2024-10-25' 9800.0 341901.0]
2486	['2024-10-26' 9800.0 341901.0]
2487	['2024-10-27' 9800.0 341901.0]
2488	['2024-10-28' 9670.0 341901.0]
2489	['2024-10-29' 9560.0 341901.0]
2490	['2024-10-30' 9450.0 341901.0]
2491	['2024-10-31' 9430.0 341901.0]
2492	['2024-11-01' 9760.0 346001.0]
2493	['2024-11-02' 9760.0 346001.0]
2494	['2024-11-03' 9760.0 346001.0]
2495	['2024-11-04' 9720.0 346001.0]
2496	['2024-11-05' 9640.0 346001.0]
2497	['2024-11-06' 9540.0 346001.0]
2498	['2024-11-07' 9550.0 346001.0]
2499	['2024-11-08' 9830.0 366601.0]
2500	['2024-11-09' 9830.0 366601.0]
2501	['2024-11-10' 9830.0 366601.0]
2502	['2024-11-11' 9950.0 366601.0]
2503	['2024-11-12' 9660.0 366601.0]
2504	['2024-11-13' 9380.0 366601.0]
2505	['2024-11-14' 9340.0 366601.0]
2506	['2024-11-15' 9270.0 363401.0]
2507	['2024-11-16' 9270.0 363401.0]
2508	['2024-11-17' 9270.0 363401.0]
2509	['2024-11-18' 9340.0 363401.0]
2510	['2024-11-19' 9500.0 363401.0]
2511	['2024-11-20' 9410.0 363401.0]
2512	['2024-11-21' 9270.0 363401.0]
2513	['2024-11-22' 9090.0 391901.0]
2514	['2024-11-23' 9090.0 391901.0]
2515	['2024-11-24' 9090.0 391901.0]
2516	['2024-11-25' 9120.0 391901.0]
2517	['2024-11-26' 8960.0 391901.0]
2518	['2024-11-27' 8920.0 391901.0]
2519	['2024-11-28' 8870.0 391901.0]
2520	['2024-11-29' 9020.0 394901.0]
2521	['2024-11-30' 9020.0 394901.0]
2522	['2024-12-01' 9020.0 394901.0]
2523	['2024-12-02' 8970.0 394901.0]
2524	['2024-12-03' 8980.0 394901.0]
2525	['2024-12-04' 8790.0 394901.0]
2526	['2024-12-05' 8780.0 394901.0]
2527	['2024-12-06' 8820.0 400701.0]
2528	['2024-12-07' 8820.0 400701.0]
2529	['2024-12-08' 8820.0 400701.0]
2530	['2024-12-09' 8910.0 400701.0]
2531	['2024-12-10' 8930.0 400701.0]
2532	['2024-12-11' 9140.0 400701.0]
2533	['2024-12-12' 9150.0 400701.0]
2534	['2024-12-13' 8980.0 418901.0]
2535	['2024-12-14' 8980.0 418901.0]
2536	['2024-12-15' 8980.0 418901.0]
2537	['2024-12-16' 9150.0 418901.0]
2538	['2024-12-17' 9110.0 418901.0]
2539	['2024-12-18' 8860.0 418901.0]
2540	['2024-12-19' 8710.0 418901.0]
2541	['2024-12-20' 8780.0 414201.0]
2542	['2024-12-21' 8780.0 414201.0]
2543	['2024-12-22' 8780.0 414201.0]
2544	['2024-12-23' 8970.0 414201.0]
2545	['2024-12-24' 8980.0 414201.0]
2546	['2024-12-25' 8990.0 414201.0]
2547	['2024-12-26' 8940.0 414201.0]
2548	['2024-12-27' 9100.0 426401.0]
2549	['2024-12-28' 9100.0 426401.0]
2550	['2024-12-29' 9100.0 426401.0]
2551	['2024-12-30' 9080.0 426401.0]
2552	['2024-12-31' 9140.0 426401.0]
2553	['2025-01-01' 9140.0 426401.0]
2554	['2025-01-02' 9300.0 426401.0]
2555	['2025-01-03' 8950.0 428801.0]
2556	['2025-01-04' 8950.0 428801.0]
2557	['2025-01-05' 8950.0 428801.0]
2558	['2025-01-06' 8800.0 428801.0]
2559	['2025-01-07' 8700.0 428801.0]
2560	['2025-01-08' 8640.0 428801.0]
2561	['2025-01-09' 8700.0 428801.0]
2562	['2025-01-10' 8820.0 435401.0]
2563	['2025-01-11' 8820.0 435401.0]
2564	['2025-01-12' 8820.0 435401.0]
2565	['2025-01-13' 9000.0 435401.0]
2566	['2025-01-14' 9010.0 435401.0]
2567	['2025-01-15' 9000.0 435401.0]
2568	['2025-01-16' 8640.0 435401.0]
2569	['2025-01-17' 8440.0 440901.0]
2570	['2025-01-18' 8440.0 440901.0]
2571	['2025-01-19' 8440.0 440901.0]
2572	['2025-01-20' 8560.0 440901.0]
2573	['2025-01-21' 8600.0 440901.0]
2574	['2025-01-22' 8580.0 440901.0]
2575	['2025-01-23' 8520.0 440901.0]
2576	['2025-01-24' 8500.0 492001.0]
2577	['2025-01-25' 8500.0 492001.0]
2578	['2025-01-26' 8500.0 492001.0]
2579	['2025-01-27' 8520.0 492001.0]
2580	['2025-01-28' 8520.0 492001.0]
2581	['2025-01-29' 8520.0 492001.0]
2582	['2025-01-30' 8520.0 492001.0]
2583	['2025-01-31' 8520.0 497383.0]
2584	['2025-02-01' 8520.0 497383.0]
2585	['2025-02-02' 8520.0 497383.0]
2586	['2025-02-03' 8520.0 497383.0]
2587	['2025-02-04' 8520.0 497383.0]
2588	['2025-02-05' 8730.0 497383.0]
2589	['2025-02-06' 8800.0 497383.0]
2590	['2025-02-07' 8840.0 554383.0]
2591	['2025-02-08' 8840.0 554383.0]
2592	['2025-02-09' 8840.0 554383.0]
2593	['2025-02-10' 8790.0 554383.0]
2594	['2025-02-11' 8770.0 554383.0]
2595	['2025-02-12' 8830.0 554383.0]
2596	['2025-02-13' 8740.0 554383.0]
2597	['2025-02-14' 8810.0 596383.0]
2598	['2025-02-15' 8810.0 596383.0]
2599	['2025-02-16' 8810.0 596383.0]
2600	['2025-02-17' 8680.0 596383.0]
2601	['2025-02-18' 8680.0 596383.0]
2602	['2025-02-19' 8720.0 596383.0]
2603	['2025-02-20' 8800.0 596383.0]
2604	['2025-02-21' 8840.0 643483.0]
2605	['2025-02-22' 8840.0 643483.0]
2606	['2025-02-23' 8840.0 643483.0]
2607	['2025-02-24' 8830.0 643483.0]
2608	['2025-02-25' 8820.0 643483.0]
2609	['2025-02-26' 8700.0 643483.0]
2610	['2025-02-27' 8870.0 643483.0]
2611	['2025-02-28' 8820.0 656283.0]
2612	['2025-03-01' 8820.0 656283.0]
2613	['2025-03-02' 8820.0 656283.0]
2614	['2025-03-03' 8840.0 656283.0]
2615	['2025-03-04' 8770.0 656283.0]
2616	['2025-03-05' 8720.0 656283.0]
2617	['2025-03-06' 8700.0 656283.0]
2618	['2025-03-07' 8730.0 726883.0]
2619	['2025-03-08' 8730.0 726883.0]
2620	['2025-03-09' 8730.0 726883.0]
2621	['2025-03-10' 9180.0 726883.0]
2622	['2025-03-11' 9030.0 726883.0]
2623	['2025-03-12' 9140.0 726883.0]
2624	['2025-03-13' 9100.0 726883.0]
2625	['2025-03-14' 9130.0 729483.0]
2626	['2025-03-15' 9130.0 729483.0]
2627	['2025-03-16' 9130.0 729483.0]
2628	['2025-03-17' 9170.0 729483.0]
2629	['2025-03-18' 9200.0 729483.0]
2630	['2025-03-19' 9180.0 729483.0]
2631	['2025-03-20' 9200.0 729483.0]
2632	['2025-03-21' 9230.0 765483.0]
2633	['2025-03-22' 9230.0 765483.0]
2634	['2025-03-23' 9230.0 765483.0]
2635	['2025-03-24' 9110.0 765483.0]
2636	['2025-03-25' 9140.0 765483.0]
2637	['2025-03-26' 9170.0 765483.0]
2638	['2025-03-27' 9230.0 765483.0]
2639	['2025-03-28' 9300.0 757383.0]
2640	['2025-03-29' 9300.0 757383.0]
2641	['2025-03-30' 9300.0 757383.0]
2642	['2025-03-31' 9350.0 757383.0]
2643	['2025-04-01' 9370.0 757383.0]
2644	['2025-04-02' 9540.0 757383.0]
2645	['2025-04-03' 9560.0 757383.0]
2646	['2025-04-04' 9560.0 729783.0]
2647	['2025-04-05' 9560.0 729783.0]
2648	['2025-04-06' 9560.0 729783.0]
2649	['2025-04-07' 9390.0 729783.0]
2650	['2025-04-08' 9440.0 729783.0]
2651	['2025-04-09' 9290.0 729783.0]
2652	['2025-04-10' 9340.0 729783.0]
2653	['2025-04-11' 9350.0 736183.0]
2654	['2025-04-12' 9350.0 736183.0]
2655	['2025-04-13' 9350.0 736183.0]
2656	['2025-04-14' 9430.0 736183.0]
2657	['2025-04-15' 9350.0 736183.0]
2658	['2025-04-16' 9420.0 736183.0]
2659	['2025-04-17' 9470.0 736183.0]
2660	['2025-04-18' 9330.0 739483.0]
2661	['2025-04-19' 9330.0 739483.0]
2662	['2025-04-20' 9330.0 739483.0]
2663	['2025-04-21' 9340.0 739483.0]
2664	['2025-04-22' 9420.0 739483.0]
2665	['2025-04-23' 9420.0 739483.0]
2666	['2025-04-24' 9460.0 739483.0]
2667	['2025-04-25' 9600.0 756083.0]
2668	['2025-04-26' 9600.0 756083.0]
2669	['2025-04-27' 9600.0 756083.0]
2670	['2025-04-28' 9400.0 756083.0]
2671	['2025-04-29' 9430.0 756083.0]
2672	['2025-04-30' 9350.0 756083.0]
2673	['2025-05-01' 9350.0 756083.0]
2674	['2025-05-02' 9350.0 788883.0]
2675	['2025-05-03' 9350.0 788883.0]
2676	['2025-05-04' 9350.0 788883.0]
2677	['2025-05-05' 9350.0 788883.0]
2678	['2025-05-06' 9400.0 788883.0]
2679	['2025-05-07' 9500.0 788883.0]
2680	['2025-05-08' 9550.0 788883.0]
2681	['2025-05-09' 9500.0 783883.0]
2682	['2025-05-10' 9500.0 783883.0]
2683	['2025-05-11' 9500.0 783883.0]
2684	['2025-05-12' 9400.0 783883.0]
2685	['2025-05-13' 9400.0 783883.0]
2686	['2025-05-14' 9460.0 783883.0]
2687	['2025-05-15' 9330.0 783883.0]
2688	['2025-05-16' 9320.0 758583.0]
2689	['2025-05-17' 9320.0 758583.0]
2690	['2025-05-18' 9320.0 758583.0]
2691	['2025-05-19' 9470.0 758583.0]
2692	['2025-05-20' 9580.0 758583.0]
2693	['2025-05-21' 9630.0 758583.0]
2694	['2025-05-22' 9600.0 758583.0]
2695	['2025-05-23' 9590.0 735183.0]
2696	['2025-05-24' 9590.0 735183.0]
2697	['2025-05-25' 9590.0 735183.0]
2698	['2025-05-26' 9560.0 735183.0]
2699	['2025-05-27' 9600.0 735183.0]
2700	['2025-05-28' 9590.0 735183.0]
2701	['2025-05-29' 9600.0 735183.0]
2702	['2025-05-30' 9560.0 741883.0]
2703	['2025-05-31' 9560.0 741883.0]
2704	['2025-06-01' 9560.0 741883.0]
2705	['2025-06-02' 9560.0 741883.0]
2706	['2025-06-03' 9450.0 741883.0]
2707	['2025-06-04' 9300.0 741883.0]
2708	['2025-06-05' 9320.0 741883.0]
2709	['2025-06-06' 9260.0 727983.0]
2710	['2025-06-07' 9260.0 727983.0]
2711	['2025-06-08' 9260.0 727983.0]
2712	['2025-06-09' 9360.0 727983.0]
2713	['2025-06-10' 9380.0 727983.0]
2714	['2025-06-11' 9330.0 727983.0]
2715	['2025-06-12' 9350.0 727983.0]
2716	['2025-06-13' 9530.0 730983.0]
2717	['2025-06-14' 9530.0 730983.0]
2718	['2025-06-15' 9530.0 730983.0]
2719	['2025-06-16' 9690.0 730983.0]
2720	['2025-06-17' 9780.0 730983.0]
2721	['2025-06-18' 9910.0 730983.0]
2722	['2025-06-19' 9900.0 730983.0]
2723	['2025-06-20' 9900.0 740683.0]
2724	['2025-06-21' 9900.0 740683.0]
2725	['2025-06-22' 9900.0 740683.0]
2726	['2025-06-23' 9870.0 740683.0]
2727	['2025-06-24' 9710.0 740683.0]
2728	['2025-06-25' 9640.0 740683.0]
2729	['2025-06-26' 9620.0 740683.0]
2730	['2025-06-27' 9600.0 721083.0]
2731	['2025-06-28' 9600.0 721083.0]
2732	['2025-06-29' 9600.0 721083.0]
2733	['2025-06-30' 9560.0 721083.0]
2734	['2025-07-01' 9630.0 721083.0]
2735	['2025-07-02' 9710.0 721083.0]
2736	['2025-07-03' 9760.0 721083.0]
2737	['2025-07-04' 9740.0 691083.0]
2738	['2025-07-05' 9740.0 691083.0]
2739	['2025-07-06' 9740.0 691083.0]
2740	['2025-07-07' 9670.0 691083.0]
2741	['2025-07-08' 9660.0 691083.0]
2742	['2025-07-09' 9700.0 691083.0]
2743	['2025-07-10' 9600.0 691083.0]
2744	['2025-07-11' 9580.0 682083.0]
2745	['2025-07-12' 9580.0 682083.0]
2746	['2025-07-13' 9580.0 682083.0]
2747	['2025-07-14' 9550.0 682083.0]
2748	['2025-07-15' 9530.0 682083.0]
2749	['2025-07-16' 9600.0 682083.0]
2750	['2025-07-17' 9570.0 682083.0]
2751	['2025-07-18' 9670.0 665883.0]
2752	['2025-07-19' 9670.0 665883.0]
2753	['2025-07-20' 9670.0 665883.0]
2754	['2025-07-21' 9690.0 665883.0]
2755	['2025-07-22' 9600.0 665883.0]
2756	['2025-07-23' 9580.0 665883.0]
2757	['2025-07-24' 9540.0 665883.0]
2758	['2025-07-25' 9540.0 658083.0]
2759	['2025-07-26' 9540.0 658083.0]
2760	['2025-07-27' 9540.0 658083.0]
2761	['2025-07-28' 9490.0 658083.0]
2762	['2025-07-29' 9560.0 658083.0]
2763	['2025-07-30' 9690.0 658083.0]
2764	['2025-07-31' 9600.0 658083.0]
2765	['2025-08-01' 9590.0 659483.0]
2766	['2025-08-02' 9590.0 659483.0]
2767	['2025-08-03' 9590.0 659483.0]
2768	['2025-08-04' 9580.0 659483.0]
2769	['2025-08-05' 9700.0 659483.0]
2770	['2025-08-06' 9700.0 659483.0]
2771	['2025-08-07' 9580.0 659483.0]
2772	['2025-08-08' 9700.0 650583.0]
2773	['2025-08-09' 9700.0 650583.0]
2774	['2025-08-10' 9700.0 650583.0]
2775	['2025-08-11' 9660.0 650583.0]
2776	['2025-08-12' 9830.0 650583.0]
2777	['2025-08-13' 10200.0 650583.0]
2778	['2025-08-14' 9940.0 650583.0]
2779	['2025-08-15' 9870.0 637583.0]
2780	['2025-08-16' 9870.0 637583.0]
2781	['2025-08-17' 9870.0 637583.0]
2782	['2025-08-18' 9990.0 637583.0]
2783	['2025-08-19' 10040.0 637583.0]
2784	['2025-08-20' 9950.0 637583.0]
2785	['2025-08-21' 9910.0 637583.0]
2786	['2025-08-22' 10010.0 621383.0]
2787	['2025-08-23' 10010.0 621383.0]
2788	['2025-08-24' 10010.0 621383.0]
2789	['2025-08-25' 10010.0 621383.0]
2790	['2025-08-26' 10030.0 621383.0]
2791	['2025-08-27' 9970.0 621383.0]
2792	['2025-08-28' 9880.0 621383.0]
2793	['2025-08-29' 9870.0 623383.0]
2794	['2025-08-30' 9870.0 623383.0]
2795	['2025-08-31' 9870.0 623383.0]
2796	['2025-09-01' 9900.0 623383.0]
2797	['2025-09-02' 9900.0 623383.0]
2798	['2025-09-03' 9860.0 623383.0]
2799	['2025-09-04' 9900.0 623383.0]
2800	['2025-09-05' 9960.0 592383.0]
2801	['2025-09-06' 9960.0 592383.0]
2802	['2025-09-07' 9960.0 592383.0]
2803	['2025-09-08' 10030.0 592383.0]
2804	['2025-09-09' 10050.0 592383.0]
2805	['2025-09-10' 10030.0 592383.0]
2806	['2025-09-11' 10050.0 592383.0]
2807	['2025-09-12' 10130.0 566783.0]
2808	['2025-09-13' 10130.0 566783.0]
2809	['2025-09-14' 10130.0 566783.0]
2810	['2025-09-15' 10090.0 566783.0]
2811	['2025-09-16' 10220.0 566783.0]
2812	['2025-09-17' 10250.0 566783.0]
2813	['2025-09-18' 10210.0 566783.0]
2814	['2025-09-19' 10320.0 539483.0]
2815	['2025-09-20' 10320.0 539483.0]
2816	['2025-09-21' 10320.0 539483.0]
2817	['2025-09-22' 10370.0 539483.0]
2818	['2025-09-23' 10180.0 539483.0]
2819	['2025-09-24' 10120.0 539483.0]
2820	['2025-09-25' 10330.0 539483.0]
2821	['2025-09-26' 10400.0 526383.0]
2822	['2025-09-27' 10400.0 526383.0]
2823	['2025-09-28' 10400.0 526383.0]
2824	['2025-09-29' 10340.0 526383.0]
2825	['2025-09-30' 10260.0 526383.0]
2826	['2025-10-01' 10260.0 526383.0]
2827	['2025-10-02' 10260.0 526383.0]
2828	['2025-10-03' 10260.0 524383.0]
2829	['2025-10-04' 10260.0 524383.0]
2830	['2025-10-05' 10260.0 524383.0]
2831	['2025-10-06' 10260.0 524383.0]
2832	['2025-10-07' 10260.0 524383.0]
2833	['2025-10-08' 10260.0 524383.0]
2834	['2025-10-09' 10480.0 524383.0]
2835	['2025-10-10' 10370.0 524383.0]
2836	['2025-10-11' 10370.0 524383.0]
2837	['2025-10-12' 10370.0 524383.0]
2838	['2025-10-13' 10270.0 524383.0]
2839	['2025-10-14' 10260.0 524383.0]
2840	['2025-10-15' 10280.0 524383.0]
2841	['2025-10-16' 10230.0 524383.0]
2842	['2025-10-17' 10160.0 506883.0]
2843	['2025-10-18' 10160.0 506883.0]
2844	['2025-10-19' 10160.0 506883.0]
2845	['2025-10-20' 10230.0 506883.0]
2846	['2025-10-21' 10210.0 506883.0]
2847	['2025-10-22' 10160.0 506883.0]
2848	['2025-10-23' 10060.0 506883.0]
2849	['2025-10-24' 10090.0 494983.0]
2850	['2025-10-25' 10090.0 494983.0]
2851	['2025-10-26' 10090.0 494983.0]
2852	['2025-10-27' 10100.0 494983.0]
2853	['2025-10-28' 10070.0 494983.0]
2854	['2025-10-29' 9890.0 494983.0]
2855	['2025-10-30' 9900.0 494983.0]
2856	['2025-10-31' 9780.0 467983.0]
2857	['2025-11-01' 9780.0 467983.0]
2858	['2025-11-02' 9780.0 467983.0]
2859	['2025-11-03' 9850.0 467983.0]
2860	['2025-11-04' 9810.0 467983.0]
2861	['2025-11-05' 9780.0 467983.0]
2862	['2025-11-06' 9850.0 467983.0]
2863	['2025-11-07' 9850.0 412983.0]
2864	['2025-11-08' 9850.0 412983.0]
2865	['2025-11-09' 9850.0 412983.0]
2866	['2025-11-10' 9890.0 412983.0]
2867	['2025-11-11' 10120.0 412983.0]
2868	['2025-11-12' 10180.0 412983.0]
2869	['2025-11-13' 10300.0 412983.0]
2870	['2025-11-14' 10290.0 382083.0]
2871	['2025-11-15' 10290.0 382083.0]
2872	['2025-11-16' 10290.0 382083.0]
2873	['2025-11-17' 10230.0 382083.0]
2874	['2025-11-18' 10280.0 382083.0]
2875	['2025-11-19' 10180.0 382083.0]
2876	['2025-11-20' 10100.0 382083.0]
2877	['2025-11-21' 10160.0 329483.0]
2878	['2025-11-22' 10160.0 329483.0]
2879	['2025-11-23' 10160.0 329483.0]
2880	['2025-11-24' 10160.0 329483.0]
2881	['2025-11-25' 10160.0 329483.0]
2882	['2025-11-26' 10100.0 329483.0]
2883	['2025-11-27' 10070.0 329483.0]
2884	['2025-11-28' 10070.0 309483.0]
2885	['2025-11-29' 10070.0 309483.0]
2886	['2025-11-30' 10070.0 309483.0]
2887	['2025-12-01' 10060.0 309483.0]
2888	['2025-12-02' 10020.0 309483.0]
2889	['2025-12-03' 10000.0 309483.0]
2890	['2025-12-04' 9890.0 309483.0]
2891	['2025-12-05' 9870.0 289683.0]
2892	['2025-12-06' 9870.0 289683.0]
2893	['2025-12-07' 9870.0 289683.0]
2894	['2025-12-08' 9760.0 289683.0]
2895	['2025-12-09' 9630.0 289683.0]
2896	['2025-12-10' 9680.0 289683.0]
2897	['2025-12-11' 9890.0 289683.0]
2898	['2025-12-12' 9890.0 264383.0]
2899	['2025-12-13' 9890.0 264383.0]
2900	['2025-12-14' 9890.0 264383.0]
2901	['2025-12-15' 9750.0 264383.0]
2902	['2025-12-16' 9540.0 264383.0]
2903	['2025-12-17' 9470.0 264383.0]
2904	['2025-12-18' 9420.0 264383.0]
2905	['2025-12-19' 9230.0 229383.0]
2906	['2025-12-20' 9230.0 229383.0]
2907	['2025-12-21' 9230.0 229383.0]
2908	['2025-12-22' 9260.0 229383.0]
2909	['2025-12-23' 9420.0 229383.0]
2910	['2025-12-24' 9550.0 229383.0]
2911	['2025-12-25' 9640.0 229383.0]
2912	['2025-12-26' 9690.0 207383.0]
2913	['2025-12-27' 9690.0 207383.0]
2914	['2025-12-28' 9690.0 207383.0]
2915	['2025-12-29' 9750.0 207383.0]
2916	['2025-12-30' 9820.0 207383.0]
2917	['2025-12-31' 9810.0 207383.0]
2918	['2026-01-01' 9810.0 207383.0]
2919	['2026-01-02' 9810.0 187883.0]
2920	['2026-01-03' 9810.0 187883.0]
2921	['2026-01-04' 9810.0 187883.0]
2922	['2026-01-05' 9780.0 187883.0]
2923	['2026-01-06' 9870.0 187883.0]
2924	['2026-01-07' 9870.0 187883.0]
2925	['2026-01-08' 9670.0 187883.0]
2926	['2026-01-09' 9770.0 155383.0]
2927	['2026-01-10' 9770.0 155383.0]
2928	['2026-01-11' 9770.0 155383.0]
2929	['2026-01-12' 9720.0 155383.0]
2930	['2026-01-13' 9780.0 155383.0]
2931	['2026-01-14' 9790.0 155383.0]
2932	['2026-01-15' 9670.0 155383.0]
2933	['2026-01-16' 9950.0 166383.0]
2934	['2026-01-17' 9950.0 166383.0]
2935	['2026-01-18' 9950.0 166383.0]
2936	['2026-01-19' 9780.0 166383.0]
2937	['2026-01-20' 9810.0 166383.0]
2938	['2026-01-21' 9770.0 166383.0]
2939	['2026-01-22' 9840.0 166383.0]
2940	['2026-01-23' 9810.0 140383.0]
2941	['2026-01-24' 9810.0 140383.0]
2942	['2026-01-25' 9810.0 140383.0]
2943	['2026-01-26' 9990.0 140383.0]
2944	['2026-01-27' 10130.0 140383.0]
2945	['2026-01-28' 10160.0 140383.0]
2946	['2026-01-29' 10240.0 140383.0]
2947	['2026-01-30' 10150.0 130483.0]
2948	['2026-01-31' 10150.0 130483.0]
2949	['2026-02-01' 10150.0 130483.0]
2950	['2026-02-02' 9910.0 130483.0]
2951	['2026-02-03' 9890.0 130483.0]
2952	['2026-02-04' 10010.0 130483.0]
2953	['2026-02-05' 9870.0 130483.0]
2954	['2026-02-06' 9920.0 112383.0]
2955	['2026-02-07' 9920.0 112383.0]
2956	['2026-02-08' 9920.0 112383.0]
2957	['2026-02-09' 9900.0 112383.0]
2958	['2026-02-10' 9870.0 112383.0]
2959	['2026-02-11' 9880.0 112383.0]
2960	['2026-02-12' 9860.0 112383.0]
2961	['2026-02-13' 9770.0 116483.0]
2962	['2026-02-14' 9770.0 116483.0]
2963	['2026-02-15' 9770.0 116483.0]
2964	['2026-02-16' 9770.0 116483.0]
2965	['2026-02-17' 9770.0 116483.0]
2966	['2026-02-18' 9770.0 116483.0]
2967	['2026-02-19' 9770.0 116483.0]
2968	['2026-02-20' 9770.0 116483.0]
2969	['2026-02-21' 9770.0 116483.0]
2970	['2026-02-22' 9770.0 116483.0]
2971	['2026-02-23' 9770.0 116483.0]
2972	['2026-02-24' 9980.0 116483.0]
2973	['2026-02-25' 9950.0 116483.0]
2974	['2026-02-26' 9840.0 116483.0]
2975	['2026-02-27' 9820.0 132583.0]
2976	['2026-02-28' 9820.0 132583.0]
2977	['2026-03-01' 9820.0 132583.0]
2978	['2026-03-02' 9970.0 132583.0]
2979	['2026-03-03' 10040.0 132583.0]
2980	['2026-03-04' 10050.0 132583.0]
2981	['2026-03-05' 10110.0 132583.0]
2982	['2026-03-06' 10290.0 111983.0]
2983	['2026-03-07' 10290.0 111983.0]
2984	['2026-03-08' 10290.0 111983.0]
2985	['2026-03-09' 10770.0 111983.0]
2986	['2026-03-10' 10350.0 111983.0]
2987	['2026-03-11' 10350.0 111983.0]
2988	['2026-03-12' 10470.0 111983.0]
2989	['2026-03-13' 10540.0 138883.0]
2990	['2026-03-14' 10540.0 138883.0]
2991	['2026-03-15' 10540.0 138883.0]
2992	['2026-03-16' 10530.0 138883.0]
2993	['2026-03-17' 10340.0 138883.0]
2994	['2026-03-18' 10280.0 138883.0]
2995	['2026-03-19' 10410.0 138883.0]
2996	['2026-03-20' 10430.0 138383.0]
2997	['2026-03-21' 10430.0 138383.0]
2998	['2026-03-22' 10430.0 138383.0]
2999	['2026-03-23' 10500.0 138383.0]
3000	['2026-03-24' 10380.0 138383.0]
3001	['2026-03-25' 10220.0 138383.0]
3002	['2026-03-26' 10350.0 138383.0]
3003	['2026-03-27' 10380.0 164883.0]
3004	['2026-03-28' 10380.0 164883.0]
3005	['2026-03-29' 10380.0 164883.0]
3006	['2026-03-30' 10320.0 164883.0]
3007	['2026-03-31' 10400.0 164883.0]
3008	['2026-04-01' 10410.0 164883.0]
3009	['2026-04-02' 10390.0 164883.0]
3010	['2026-04-03' 10310.0 133383.0]
3011	['2026-04-04' 10310.0 133383.0]
3012	['2026-04-05' 10310.0 133383.0]
3013	['2026-04-06' 10310.0 133383.0]
3014	['2026-04-07' 10290.0 133383.0]
3015	['2026-04-08' 10040.0 133383.0]
3016	['2026-04-09' 10000.0 133383.0]
3017	['2026-04-10' 10070.0 162883.0]
3018	['2026-04-11' 10070.0 162883.0]
3019	['2026-04-12' 10070.0 162883.0]
3020	['2026-04-13' 10050.0 162883.0]
3021	['2026-04-14' 9980.0 162883.0]
3022	['2026-04-15' 10000.0 162883.0]
3023	['2026-04-16' 9980.0 162883.0]
3024	['2026-04-17' 10060.0 184883.0]
3025	['2026-04-18' 10060.0 184883.0]
3026	['2026-04-19' 10060.0 184883.0]
3027	['2026-04-20' 10050.0 184883.0]
3028	['2026-04-21' 10120.0 184883.0]
3029	['2026-04-22' 10260.0 184883.0]
3030	['2026-04-23' 10230.0 184883.0]
3031	['2026-04-24' 10270.0 180783.0]
3032	['2026-04-25' 10270.0 180783.0]
3033	['2026-04-26' 10270.0 180783.0]
3034	['2026-04-27' 10200.0 180783.0]
3035	['2026-04-28' 10210.0 180783.0]
3036	['2026-04-29' 10330.0 180783.0]
3037	['2026-04-30' 10480.0 180783.0]
3038	['2026-05-01' 10480.0 202483.0]
3039	['2026-05-02' 10480.0 202483.0]
3040	['2026-05-03' 10480.0 202483.0]
3041	['2026-05-04' 10480.0 202483.0]
3042	['2026-05-05' 10480.0 202483.0]
3043	['2026-05-06' 10510.0 202483.0]
3044	['2026-05-07' 10440.0 202483.0]
3045	['2026-05-08' 10350.0 203683.0]
3046	['2026-05-09' 10350.0 203683.0]
3047	['2026-05-10' 10350.0 203683.0]
3048	['2026-05-11' 10340.0 203683.0]
3049	['2026-05-12' 10210.0 203683.0]
3050	['2026-05-13' 10170.0 203683.0]
3051	['2026-05-14' 10170.0 203683.0]
3052	['2026-05-15' 10030.0 225683.0]
3053	['2026-05-16' 10030.0 225683.0]
3054	['2026-05-17' 10030.0 225683.0]
3055	['2026-05-18' 10020.0 225683.0]
3056	['2026-05-19' 10100.0 225683.0]
3057	['2026-05-20' 10280.0 225683.0]
3058	['2026-05-21' 10200.0 225683.0]
3059	['2026-05-22' 10130.0 217983.0]
3060	['2026-05-23' 10130.0 217983.0]
3061	['2026-05-24' 10130.0 217983.0]
3062	['2026-05-25' 10070.0 217983.0]
3063	['2026-05-26' 10110.0 217983.0]
3064	['2026-05-27' 10120.0 217983.0]
3065	['2026-05-28' 10190.0 217983.0]
3066	['2026-05-29' 10330.0 227483.0]
3067	['2026-05-30' 10330.0 227483.0]
3068	['2026-05-31' 10330.0 227483.0]
3069	['2026-06-01' 10370.0 227483.0]
3070	['2026-06-02' 10380.0 227483.0]
3071	['2026-06-03' 10600.0 227483.0]
3072	['2026-06-04' 10710.0 227483.0]
3073	['2026-06-05' 10480.0 227383.0]
3074	['2026-06-06' 10480.0 227383.0]
3075	['2026-06-07' 10480.0 227383.0]
3076	['2026-06-08' 10420.0 227383.0]
